epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1586091531,04/05/2020 14:58:51 +02:00,5,40.4477,-79.9047,15208,Industrial pollution ,,Ask US steel to hot idle during the pandemic lockdown
1586091714,04/05/2020 15:01:54 +02:00,5,40.4219,-79.9234,15217,,,
1586092045,04/05/2020 15:07:25 +02:00,3,40.5414,-79.9349,15116,Sulfur / Industrial Burning,Itchy Nose / Watering Eyes,
1586092077,04/05/2020 15:07:57 +02:00,4,40.4257,-79.8658,15221,Industrial ,,
1586092081,04/05/2020 15:08:01 +02:00,3,40.4431,-80.0085,15222,,,
1586092418,04/05/2020 15:13:38 +02:00,4,40.4534,-79.9138,15206,Industrial,,
1586092561,04/05/2020 15:16:01 +02:00,4,40.3249,-79.8704,15133,Industrial burning ,Sinus irritation ,
1586092731,04/05/2020 15:18:51 +02:00,4,40.4416,-79.8894,15221,Industrial exhaust ,,Started very early this morning.
1586092886,04/05/2020 15:21:26 +02:00,3,40.4228,-79.8633,15221,Industrial ,,
1586093486,04/05/2020 15:31:26 +02:00,3,40.5299,-80.0133,15237,,,
1586094022,04/05/2020 15:40:22 +02:00,3,40.4177,-79.8865,15218,Burning asphalt,,
1586094195,04/05/2020 15:43:15 +02:00,4,40.4281,-79.9154,15217,,,
1586094251,04/05/2020 15:44:11 +02:00,5,40.3303,-79.8747,15045,Industrial burning ,Sinus irritation ,
1586094268,04/05/2020 15:44:28 +02:00,5,40.3276,-79.8771,15045,Industrial burning ,Sinus irritation ,
1586094442,04/05/2020 15:47:22 +02:00,4,40.4222,-79.943,15207,,,
1586094627,04/05/2020 15:50:27 +02:00,4,40.4007,-79.8576,15104,Industrial,,
1586094630,04/05/2020 15:50:30 +02:00,3,40.4634,-79.9383,15224,,,
1586094631,04/05/2020 15:50:31 +02:00,5,40.422,-79.9353,15217,Sulphuric ,"Sore throat, difficulty breathing","During the night , the odor was so strong, I woke up, and had to close the windows."
1586094659,04/05/2020 15:50:59 +02:00,4,40.4311,-79.9836,15203,"Sulfur 
",,
1586094919,04/05/2020 15:55:19 +02:00,5,40.4554,-79.921,15206,,,
1586095133,04/05/2020 15:58:53 +02:00,4,40.3302,-79.868,15133,Industrial ,Sinus and throat irritation ,
1586095277,04/05/2020 16:01:17 +02:00,2,40.4692,-79.928,15206,Rotten eggs,,
1586095308,04/05/2020 16:01:48 +02:00,3,40.4644,-79.9432,15224,industrial,"sinus congestion, runny nose and eyes",
1586095345,04/05/2020 16:02:25 +02:00,2,40.5088,-80.0024,15237,"Sulfurous, rotten eggs",,
1586095395,04/05/2020 16:03:15 +02:00,4,40.4348,-79.8402,15145,Industrial ,,
1586095598,04/05/2020 16:06:38 +02:00,4,40.4543,-79.9311,15232,Industrial,,Woke me up in middle of night 
1586095922,04/05/2020 16:12:02 +02:00,5,40.4081,-79.8728,15104,Sulphur industrial,"None, yet. ",
1586095959,04/05/2020 16:12:39 +02:00,3,40.3526,-79.8841,15034,Industrial ,,
1586096326,04/05/2020 16:18:46 +02:00,2,40.4853,-80.0153,15214,,,
1586096777,04/05/2020 16:26:17 +02:00,5,40.4759,-79.8339,15235,industrial ,very hard to breathe and bothers eyes ,
1586096799,04/05/2020 16:26:39 +02:00,2,40.4738,-79.9161,15206,Rotten eggs,,
1586096964,04/05/2020 16:29:24 +02:00,1,40.4324,-79.9283,15217,,,
1586098004,04/05/2020 16:46:44 +02:00,3,40.3033,-80.0598,15102,Sulfur stink ,Eyes lungs burning,Shitsburgh 
1586098945,04/05/2020 17:02:25 +02:00,3,40.4256,-79.9358,15217,Sulfur ,,
1586099224,04/05/2020 17:07:04 +02:00,5,40.4396,-79.8979,15221,,,
1586099747,04/05/2020 17:15:47 +02:00,2,40.3074,-80.0476,15102,,,
1586100039,04/05/2020 17:20:39 +02:00,3,40.305,-80.0459,15102,more wood smoke today,last night was like a forest fire!,
1586100610,04/05/2020 17:30:10 +02:00,4,40.4712,-79.9211,15206,,Throat irritation. Burning sensation. ,
1586100734,04/05/2020 17:32:14 +02:00,3,40.4373,-79.9224,15217,,,
1586101779,04/05/2020 17:49:39 +02:00,3,40.4432,-79.7034,15146,Chemical/industrial ,,
1586102012,04/05/2020 17:53:32 +02:00,5,40.4654,-79.9566,15201,SHUT DOWN US STEEL CLAIRTON ,SHUT DOWN US STEEL CLAIRTON,
1586102021,04/05/2020 17:53:41 +02:00,5,40.4675,-79.9538,15201,SHUT DOWN US STEEL CLAIRTON ,SHUT DOWN US STEEL CLAIRTON,
1586107777,04/05/2020 19:29:37 +02:00,1,40.5992,-79.9177,15101,,,
1586110360,04/05/2020 20:12:40 +02:00,4,40.5051,-80.0675,15202,Industrial / horrible,,
1586111614,04/05/2020 20:33:34 +02:00,4,40.4973,-79.9077,15215,Sulfuric chemical bitter ,Headache eyes nose and throat irritation ,
1586115335,04/05/2020 21:35:35 +02:00,4,40.3921,-80.0331,15216,Woodsmoke,Headache,
1586116536,04/05/2020 21:55:36 +02:00,3,40.3064,-80.0471,15102,Woodsmoke,,
1586116598,04/05/2020 21:56:38 +02:00,3,40.3923,-79.8378,15112,sulfur dioxide,,
1586118473,04/05/2020 22:27:53 +02:00,3,40.3709,-80.0871,15243,Gas lawn mower ,,Neighbor spewing clouds of white smoke so thick it looked like fog. 
1586119884,04/05/2020 22:51:24 +02:00,2,40.4144,-79.8758,15218,,,
1586123480,04/05/2020 23:51:20 +02:00,2,40.4557,-80.0044,15212,Hard to tell,My sinuses are acting up as they often do,"My sinus start to drain, and my throat gets sore as a result, on days like this"
1586125052,04/06/2020 00:17:32 +02:00,3,40.4659,-79.8355,15235,,Headache nausea ,
1586126070,04/06/2020 00:34:30 +02:00,1,40.4382,-79.9916,15219,,,
1586127834,04/06/2020 01:03:54 +02:00,1,40.3644,-79.9931,15227,,,
1586131260,04/06/2020 02:01:00 +02:00,1,40.4092,-79.9913,15202,,,
1586153044,04/06/2020 08:04:04 +02:00,3,40.4524,-79.9407,15213,,,
1586181770,04/06/2020 16:02:50 +02:00,5,40.289,-79.9354,15025,Clairton stench,,
1586184416,04/06/2020 16:46:56 +02:00,5,40.4558,-80.0039,15212,"AGH helicopter exhaust. The black white and gold helicopter. 
",,
1586184434,04/06/2020 16:47:14 +02:00,5,40.4578,-80.0048,15212,"Jetfuel spewing from Allegheny General Hospital Helicopter (Black, White and Gold)",Difficulty Breathing ,Thanks for letting me tell you about this problem and thanks for doing nothing about it
1586186307,04/06/2020 17:18:27 +02:00,4,40.4639,-79.9433,15224,,"sinus congestion, pressure behind eyes, runny nose/eyes",
1586186806,04/06/2020 17:26:46 +02:00,5,40.4579,-80.0048,15212,AGH helicopter exhausted ,Headache. ,"Second time this morning. Same black, white and gold helicopter. 
"
1586189083,04/06/2020 18:04:43 +02:00,1,40.5318,-80.0146,15237,,,
1586189747,04/06/2020 18:15:47 +02:00,5,40.3947,-80.0391,15216,Coke oven,Yes,
1586189851,04/06/2020 18:17:31 +02:00,4,40.367,-79.8596,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1586191648,04/06/2020 18:47:28 +02:00,1,40.3073,-80.045,15102,,,
1586201350,04/06/2020 21:29:10 +02:00,1,40.3533,-79.885,15034,,,
1586201402,04/06/2020 21:30:02 +02:00,1,40.3878,-80.0424,15216,,,
1586201858,04/06/2020 21:37:38 +02:00,1,40.4057,-79.7307,15146,,,
1586207427,04/06/2020 23:10:27 +02:00,1,40.3066,-80.0455,15102,,,
1586212864,04/07/2020 00:41:04 +02:00,4,40.4963,-79.8211,15147,Garbage burning g smell,Burning eyes ,919 hamil road penn hills burning leaves or some other items making very dark smoke 
1586214050,04/07/2020 01:00:50 +02:00,1,40.4351,-79.8849,15218,,,
1586218076,04/07/2020 02:07:56 +02:00,1,40.4465,-79.8955,15208,,,
1586223191,04/07/2020 03:33:11 +02:00,1,40.4438,-79.7073,15146,,,
1586224624,04/07/2020 03:57:04 +02:00,3,40.4329,-79.8485,15221,Woodsmoke and industrial smell,"Throat irritated, nose stuffed up.  Can’t open windows can’t go outside ",This has been going on for three days!!!   We can’t go out but in my area we can’t even enjoy our own years.  
1586227456,04/07/2020 04:44:16 +02:00,3,40.5528,-80.0013,15237,"Industrial, like cigarette smoke","Coughing, throat/lung irritation",
1586228837,04/07/2020 05:07:17 +02:00,5,40.3655,-79.8617,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1586228952,04/07/2020 05:09:12 +02:00,3,40.4274,-79.8816,15218,Industrial ,,
1586229134,04/07/2020 05:12:14 +02:00,4,40.4428,-79.9151,15217,Rotten eggs... again,Eye irritation,Again?! Why do we need to live in a toxic wasteland. 
1586230194,04/07/2020 05:29:54 +02:00,4,40.4384,-79.9187,15217,Sour acrid burnt smell,Itchy eyes,
1586230499,04/07/2020 05:34:59 +02:00,3,40.4164,-79.8793,15218,Smells like rotten eggs,"Also notice breathing issue,heart speeds ho a bit and breath feels like it’s being pushed back into me",It tends to happen at night not as much as the morning 
1586230778,04/07/2020 05:39:38 +02:00,4,40.4217,-79.9408,15207,The stink ,,
1586233134,04/07/2020 06:18:54 +02:00,3,40.4244,-79.923,15217,,,
1586233229,04/07/2020 06:20:29 +02:00,3,40.433,-79.9267,15217,Rotten eggs,,
1586246606,04/07/2020 10:03:26 +02:00,4,40.4275,-79.8809,15218,"Burning, fire, smoke",,
1586252844,04/07/2020 11:47:24 +02:00,5,40.459,-79.9382,15232,Burtnt plastic and gasoline,,Headache and sore burning throat.
1586256125,04/07/2020 12:42:05 +02:00,1,40.4454,-79.8986,15208,,,
1586257182,04/07/2020 12:59:42 +02:00,3,40.4294,-79.8851,15218,Some sulfur but only half of what we had Sunday morning. Dominant plumb came out of south just before midnight as evident by sharp VOC spike. Some smell on first floor.,,
1586257512,04/07/2020 13:05:12 +02:00,3,40.4926,-79.9042,15215,,,"Industrial
"
1586258605,04/07/2020 13:23:25 +02:00,3,40.431,-79.8751,15218,Rotten eggs,,
1586258690,04/07/2020 13:24:50 +02:00,2,40.4483,-79.9521,15213,Sooty and heavy,,
1586259559,04/07/2020 13:39:19 +02:00,2,40.4788,-79.954,15201,One of the industrial sites,,
1586260184,04/07/2020 13:49:44 +02:00,3,40.4668,-80.1129,15136,,,
1586260334,04/07/2020 13:52:14 +02:00,4,40.4859,-80.047,15212,,,
1586260568,04/07/2020 13:56:08 +02:00,4,40.4223,-79.8975,15218,sulfur,,
1586261057,04/07/2020 14:04:17 +02:00,3,40.4493,-79.9023,15208,"Industrial 
",,
1586261484,04/07/2020 14:11:24 +02:00,4,40.435,-79.8974,15218,,,
1586264731,04/07/2020 15:05:31 +02:00,2,40.3652,-79.8598,15122,Industrial ,"Eye irritation, chest pressure ",
1586266683,04/07/2020 15:38:03 +02:00,4,40.2709,-79.8741,15037,Industrial,,
1586267221,04/07/2020 15:47:01 +02:00,1,40.5312,-80.0148,15237,,,
1586267694,04/07/2020 15:54:54 +02:00,4,40.4493,-79.9342,15232,Industrial smell,,
1586268822,04/07/2020 16:13:42 +02:00,5,40.4144,-79.848,15221,"Strong sulfur, absolutely unbearable, in the house and outside ","Nausea, headache, anger & stress - we can’t leave the house, what are we supposed to do??? ",
1586269157,04/07/2020 16:19:17 +02:00,4,40.4645,-79.9445,15224,,"sinus congestion/pressure, runny nose",
1586269995,04/07/2020 16:33:15 +02:00,3,40.4426,-79.7041,15146,Sulphur ,Stuffed nose and headache ,
1586278054,04/07/2020 18:47:34 +02:00,4,40.4757,-79.8347,15235,industrial ,hard to breathe and bothers eyes ,
1586278933,04/07/2020 19:02:13 +02:00,3,40.4266,-79.8834,15218,Industrial acrid smell carrying through.,,
1586279069,04/07/2020 19:04:29 +02:00,4,40.4168,-79.8453,15221,Sulfur stench ,Can’t breathe. Can’t go outside. ANXIETY! My nose and chest are burning. ,"Help!! Why is it ok for US steel
To kill us with toxins??
We are trapped in our homes and being poisoned at the same time there is a respiratory pandemic happening. This makes no sense!!! Help!!"
1586280302,04/07/2020 19:25:02 +02:00,4,40.428,-79.8667,15221,Sulfur,,
1586280947,04/07/2020 19:35:47 +02:00,4,40.4479,-79.9314,15232,,,
1586281793,04/07/2020 19:49:53 +02:00,1,40.306,-80.0471,15102,,,
1586285602,04/07/2020 20:53:22 +02:00,1,40.4429,-79.7055,15146,,,Air smells fine now
1586287292,04/07/2020 21:21:32 +02:00,1,40.4641,-79.9387,15224,,,
1586288977,04/07/2020 21:49:37 +02:00,3,40.3861,-79.8582,15110,sulfur dioxide,,
1586293231,04/07/2020 23:00:31 +02:00,1,40.4771,-79.9221,15206,,,
1586293241,04/07/2020 23:00:41 +02:00,1,40.34,-80.0306,15102,,,
1586293246,04/07/2020 23:00:46 +02:00,1,40.5866,-80.0554,15237,,,
1586294473,04/07/2020 23:21:13 +02:00,2,40.3544,-80.0546,15241,,,
1586294693,04/07/2020 23:24:53 +02:00,5,40.473,-79.821,15235,"Industrial, sewer, exhaust, poop, and rotting carcass all in one godawful smelll. literally the worst thing I have ever smelled.","Headache, insomnia",Between 5 and 6 am this file smell filled my house as all my windows were open. I woke up with the worst headache imaginable and could not go back to sleep as the smell was so horrific. It was like there was a rotting carcass in my bed with me.
1586294889,04/07/2020 23:28:09 +02:00,1,40.4309,-79.9538,15213,,,
1586295681,04/07/2020 23:41:21 +02:00,2,40.4162,-79.8354,15112,,Rain and wind have cleared the air some.,
1586297504,04/08/2020 00:11:44 +02:00,1,40.447,-79.899,15208,,,
1586303210,04/08/2020 01:46:50 +02:00,1,40.451,-79.9975,15212,,,
1586313483,04/08/2020 04:38:03 +02:00,4,40.4403,-79.915,15217,Rotten eggs... again. ,Headsche,Always great smelling sulfur when trying  to sleep. 
1586313547,04/08/2020 04:39:07 +02:00,4,40.4467,-79.9137,15217,,,"My wife opened the door and said ""Oh, phew! The air is awful out there."""
1586315119,04/08/2020 05:05:19 +02:00,3,40.4334,-79.8752,15218,Industrial ,,
1586316064,04/08/2020 05:21:04 +02:00,4,40.446,-79.8978,15208,,,
1586316354,04/08/2020 05:25:54 +02:00,3,40.3504,-79.8936,15034,Industrial,,
1586319130,04/08/2020 06:12:10 +02:00,5,40.4737,-79.8328,15235,industrial ,hard to breathe and bothers eyes ,
1586320314,04/08/2020 06:31:54 +02:00,4,40.4171,-79.8364,15112,Sulphur pollution from steel mills,,
1586320858,04/08/2020 06:40:58 +02:00,5,40.4986,-79.9064,15215,Sulfuric chemical bitter ,Headache eyes nose and throat irritation ,
1586326392,04/08/2020 08:13:12 +02:00,5,40.4465,-79.8943,15221,Industrial ,"Headache, sore throat",Clarion coke works during a pandemic? Outrageous!!
1586343986,04/08/2020 13:06:26 +02:00,1,40.4404,-79.9085,15208,,,
1586346513,04/08/2020 13:48:33 +02:00,4,40.3306,-79.8676,15133,Industrial burning ,Sinus irritation ,
1586347421,04/08/2020 14:03:41 +02:00,5,40.5135,-80.096,15202,Industrial fumes sells like airplane glue,Headache burning eyes nausea,
1586347945,04/08/2020 14:12:25 +02:00,1,40.5323,-80.0142,15237,,,
1586351066,04/08/2020 15:04:26 +02:00,4,40.4432,-79.8555,15235,Sulphur ,,Churchill 
1586356453,04/08/2020 16:34:13 +02:00,5,40.4664,-79.9431,15224,Industrial burning ,"Headache, difficulty breathing, sinus pain",A strong burning smell appears every few days in Garfield. I'm not sure if it's coming from the Allegheny Cemetery crematorium or somewhere else. 
1586356727,04/08/2020 16:38:47 +02:00,5,40.4671,-79.9437,15224,Industrial,Burning in chest,
1586359659,04/08/2020 17:27:39 +02:00,4,40.4773,-79.9605,15201,,,
1586360082,04/08/2020 17:34:42 +02:00,1,40.4438,-79.7077,15146,,,
1586365874,04/08/2020 19:11:14 +02:00,3,40.4248,-79.9359,15217,,,
1586365904,04/08/2020 19:11:44 +02:00,1,40.3559,-79.8752,15132,,,
1586372252,04/08/2020 20:57:32 +02:00,1,40.3068,-80.0467,15102,,,
1586373572,04/08/2020 21:19:32 +02:00,1,40.3873,-80.0417,15216,,,
1586377211,04/08/2020 22:20:11 +02:00,1,40.4078,-80.0249,15216,,,
1586378842,04/08/2020 22:47:22 +02:00,2,40.3047,-80.0479,15102,some wood smoke,,
1586381865,04/08/2020 23:37:45 +02:00,4,40.4282,-79.9735,15203,Fecal Matter,,
1586384899,04/09/2020 00:28:19 +02:00,5,40.4723,-79.9743,15209,"Someone is burning trash, cardboard, plastic, rubber","Sore throat, headache",
1586387140,04/09/2020 01:05:40 +02:00,4,40.4321,-79.8111,15235,"Wood, leaves, lumber smoke. ","Mildly watery eyes. Not bad, but noticeable. ","Neighin 15235 burning excess tree branches & scrap lumber, again. "
1586391563,04/09/2020 02:19:23 +02:00,5,40.4163,-79.835,15112,Industrial.... Garbage Burning,Cannnot breathe headache sore throat cough,
1586392288,04/09/2020 02:31:28 +02:00,1,40.4239,-79.8914,15218,,,
1586392628,04/09/2020 02:37:08 +02:00,4,40.4565,-79.9688,15219,Wood smoke,Headache & eye irritation ,"Seems to be coming from Pulawski Way or Harmar St. 

Has happened every single nice day lately, making it basically impossible to get fresh air in my house. Today it’s really bothering me, I have a terrible headache."
1586396188,04/09/2020 03:36:28 +02:00,4,40.3559,-80.0025,15236,Woodsmoke ,,
1586396747,04/09/2020 03:45:47 +02:00,5,40.3564,-80.0035,15236,Woodsmoke and lumber smoke ,Burning eyes ,
1586397192,04/09/2020 03:53:12 +02:00,3,40.4487,-79.911,15208,Acrid smoke,,
1586397333,04/09/2020 03:55:33 +02:00,1,40.3998,-79.8571,15104,,,
1586398091,04/09/2020 04:08:11 +02:00,2,40.4083,-79.9918,15210,,,
1586402373,04/09/2020 05:19:33 +02:00,4,40.3961,-79.8757,15122,Rotten eggs,,
1586404667,04/09/2020 05:57:47 +02:00,4,40.4335,-79.9281,15217,,,
1586406588,04/09/2020 06:29:48 +02:00,4,40.4374,-79.8919,15221,woodsmoke,"sore throat, headache",
1586407504,04/09/2020 06:45:04 +02:00,5,40.2998,-79.942,15025,industrial,,
1586411649,04/09/2020 07:54:09 +02:00,4,40.5013,-80.0443,15202,Strong sulphur odor ,Throat irritated with headache from strong sulphur smell,
1586411667,04/09/2020 07:54:27 +02:00,4,40.5019,-80.0459,15202,Strong sulphur odor ,Throat irritated with headache from strong sulphur smell,
1586417926,04/09/2020 09:38:46 +02:00,4,40.386,-79.9053,15120,Industrial and disgusting sulfur as always,"Throat irritation, eye irritation ",
1586418296,04/09/2020 09:44:56 +02:00,4,40.4853,-80.0471,15212,,,
1586449403,04/09/2020 18:23:23 +02:00,1,40.3544,-79.8747,15132,,,
1586449413,04/09/2020 18:23:33 +02:00,1,40.3565,-79.8738,15132,,,
1586462744,04/09/2020 22:05:44 +02:00,3,40.4373,-79.9716,15213,exhaust,,
1586462920,04/09/2020 22:08:40 +02:00,1,40.3072,-80.0453,15102,,,
1586473577,04/10/2020 01:06:17 +02:00,1,40.4475,-79.7742,15146,,,
1586473874,04/10/2020 01:11:14 +02:00,1,40.5876,-80.053,15237,,,
1586475696,04/10/2020 01:41:36 +02:00,2,40.4162,-79.8354,15112,,,
1586478966,04/10/2020 02:36:06 +02:00,1,40.481,-79.9397,15201,,,
1586484605,04/10/2020 04:10:05 +02:00,5,40.364,-79.995,15227,"Cracker plant, Clairton Coke works",,
1586506691,04/10/2020 10:18:11 +02:00,4,40.4259,-79.9363,15217,"Heavy chemical smell, rotten eggs","Irritated eyes, woke me up from sleeping ",
1586550929,04/10/2020 22:35:29 +02:00,2,40.307,-80.0455,15102,wood,,
1586551149,04/10/2020 22:39:09 +02:00,4,40.3913,-80.0516,15216,Woodsmoke ,Headache burning nose throat sore throat ,During a pandemic my kid with asthma and respiratory issues his room filled with smoke and none of us smoke or have a fireplace. Your inaction is going to hurt people 
1586558190,04/11/2020 00:36:30 +02:00,4,40.348,-79.8934,15034,,,
1586563163,04/11/2020 01:59:23 +02:00,1,40.3548,-79.8835,15034,,,
1586571336,04/11/2020 04:15:36 +02:00,4,40.425,-79.8839,15218,,,
1586592628,04/11/2020 10:10:28 +02:00,1,40.4327,-79.9199,15217,,,No odors for 5 days. How refreshing.
1586603901,04/11/2020 13:18:21 +02:00,1,40.4239,-79.9354,15217,,,
1586606136,04/11/2020 13:55:36 +02:00,3,40.5292,-79.9657,15116,"Industrial 
",,
1586610645,04/11/2020 15:10:45 +02:00,1,40.4343,-79.9121,15217,,,
1586610981,04/11/2020 15:16:21 +02:00,1,40.3747,-80.039,15228,,,
1586615164,04/11/2020 16:26:04 +02:00,1,40.4779,-79.9251,15206,,,
1586619195,04/11/2020 17:33:15 +02:00,1,40.4261,-79.9185,15217,,,
1586635038,04/11/2020 21:57:18 +02:00,4,40.3895,-80.0495,15216,Wood,,Overlook Parker can’t tell where 
1586639456,04/11/2020 23:10:56 +02:00,1,40.384,-80.002,15234,,,I have not seen the Phg air this clean in many years!
1586640564,04/11/2020 23:29:24 +02:00,3,40.3055,-80.0472,15102,woodsmoke last 4 hours,,
1586644549,04/12/2020 00:35:49 +02:00,3,40.3916,-80.0498,15216,Burning wood ,Sore throat nose burning ,
1586647078,04/12/2020 01:17:58 +02:00,3,40.4165,-79.8335,15112,,,
1586652985,04/12/2020 02:56:25 +02:00,4,40.3053,-80.0482,15102,extremely heavy woodsmoke ,,
1586658227,04/12/2020 04:23:47 +02:00,5,40.427,-79.8763,15221,Khylo fart,Vomit,
1586659470,04/12/2020 04:44:30 +02:00,3,40.3893,-80.0515,15216,heavy not identifiable ,,
1586663578,04/12/2020 05:52:58 +02:00,5,40.4888,-79.8312,15147,"Poop, excrement, halitosis, dead animal, industrial, disgusting",Olfactory discomfort,"The horrid smell outside is making the inside of my house smell like the sewer is backed up and there's a rotting, dead animal inside. It's so gross. Wtf makes this smell and why is this allowed to happen????"
1586667245,04/12/2020 06:54:05 +02:00,4,40.4475,-79.9019,15208,Industrial ,,
1586667925,04/12/2020 07:05:25 +02:00,4,40.4161,-79.8772,15218,"Rotten egg smell, sulfur smell","Heavier breathing, stuffed nose and headache ",This smell seems to happen in the afternoon. It’s awful and irritating 
1586670742,04/12/2020 07:52:22 +02:00,4,40.4296,-79.8971,15218,"Stinks
",,
1586672145,04/12/2020 08:15:45 +02:00,4,40.4967,-79.9061,15215,Sulfuric chemical bitter ,Headache eyes nose and throat irritation ,
1586673571,04/12/2020 08:39:31 +02:00,5,40.4504,-79.9027,15208,Sulfur ,,
1586677929,04/12/2020 09:52:09 +02:00,3,40.4524,-79.9432,15213,,,
1586678642,04/12/2020 10:04:02 +02:00,3,40.4244,-79.9357,15217,Sulfur smell,,
1586680501,04/12/2020 10:35:01 +02:00,5,40.454,-79.9306,15232,Industrial ,Sore throat ,Woke up choking
1586685552,04/12/2020 11:59:12 +02:00,4,40.4369,-79.8846,15218,Sulfur ,"Sore throat, headache",
1586687015,04/12/2020 12:23:35 +02:00,3,40.3525,-79.9275,15122,Sulfur,,
1586688007,04/12/2020 12:40:07 +02:00,5,40.4486,-79.9052,15208,Industrial,,Another special morning ruined and made dangerous. Stop this please. 
1586688511,04/12/2020 12:48:31 +02:00,3,40.3703,-80.0844,15243,Burning ,,
1586688870,04/12/2020 12:54:30 +02:00,4,40.4177,-79.9187,15217,Industrial ,"Runny nose, anger, depression,",When I smell that foul smell I wish I never moved to this place
1586689687,04/12/2020 13:08:07 +02:00,4,40.4337,-79.9191,15217,,,
1586689701,04/12/2020 13:08:21 +02:00,4,40.431,-79.9214,15217,,,
1586690106,04/12/2020 13:15:06 +02:00,4,40.4332,-79.8958,15218,Sulfur,Sinus pain,
1586690613,04/12/2020 13:23:33 +02:00,5,40.3526,-79.8597,15132,Induatrial ,,
1586691056,04/12/2020 13:30:56 +02:00,4,40.4855,-80.0471,15212,,,
1586691863,04/12/2020 13:44:23 +02:00,3,40.4296,-79.9265,15217,,,
1586692051,04/12/2020 13:47:31 +02:00,5,40.4572,-79.9252,15232,Industrial,,
1586692194,04/12/2020 13:49:54 +02:00,5,40.4472,-79.9141,15217,,,
1586692234,04/12/2020 13:50:34 +02:00,4,40.4299,-79.895,15218,Sulfur,"Dry eyes, sinus irritation 
",
1586692713,04/12/2020 13:58:33 +02:00,5,40.371,-79.8448,15110,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1586692746,04/12/2020 13:59:06 +02:00,3,40.4438,-79.9311,15217,,,
1586692783,04/12/2020 13:59:43 +02:00,5,40.444,-79.9142,15217,The usual,,
1586692872,04/12/2020 14:01:12 +02:00,4,40.4211,-79.9293,15217,Industrial,,
1586693007,04/12/2020 14:03:27 +02:00,5,40.4278,-79.932,15217,,,I can smell it indoors 
1586693179,04/12/2020 14:06:19 +02:00,5,40.4345,-79.9279,15217,Industrial,Does US Steel care that we are in a pandemic of a virus that attacks the lungs?,
1586693576,04/12/2020 14:12:56 +02:00,5,40.3423,-79.9296,15122,Industrial ,Headache ,
1586694169,04/12/2020 14:22:49 +02:00,4,40.4316,-79.9817,15203,"Sulfur 
",,
1586694189,04/12/2020 14:23:09 +02:00,3,40.4254,-79.8838,15218,,,
1586694597,04/12/2020 14:29:57 +02:00,3,40.4595,-79.9596,15213,,,
1586695447,04/12/2020 14:44:07 +02:00,4,40.4345,-79.9093,15217,Rotten eggs,Can't open windows,
1586695452,04/12/2020 14:44:12 +02:00,5,40.3363,-79.9359,15122,Industrial ,Burning nose and throat horrible smell,As usual every holiday (even in a government close down) these plants some how pump out more stench. This happens every holiday. 
1586695569,04/12/2020 14:46:09 +02:00,5,40.4341,-79.8913,15221,Industrial exhaust ,Nausea ,Woken up early this morning with smell coming inside house.
1586695726,04/12/2020 14:48:46 +02:00,2,40.4514,-79.9154,15206,Industrial,,
1586695747,04/12/2020 14:49:07 +02:00,2,40.4542,-79.9133,15206,Industrial,,
1586695984,04/12/2020 14:53:04 +02:00,2,40.4346,-79.9096,15217,Industrial,,
1586696159,04/12/2020 14:55:59 +02:00,5,40.4191,-79.9236,15217,,,
1586696164,04/12/2020 14:56:04 +02:00,3,40.4499,-79.9401,15232,Gas,,
1586696221,04/12/2020 14:57:01 +02:00,4,40.4499,-79.9389,15232,,,
1586696243,04/12/2020 14:57:23 +02:00,3,40.4226,-79.921,15217,,,
1586696273,04/12/2020 14:57:53 +02:00,5,40.4237,-79.9335,15217,Sulfuric stink ,,
1586696375,04/12/2020 14:59:35 +02:00,5,40.4236,-79.9456,15207,Sulfur,"Splitting headache, burning sinuses",
1586696423,04/12/2020 15:00:23 +02:00,4,40.3218,-79.9297,15025,Clariton coke works,Headache ,
1586696784,04/12/2020 15:06:24 +02:00,3,40.4463,-79.9276,15217,Stale and nasty,,
1586696842,04/12/2020 15:07:22 +02:00,5,40.4672,-79.9438,15224,Industrial,"Headache, sinus irritation ",
1586696876,04/12/2020 15:07:56 +02:00,5,40.4262,-80.0069,15211,"Rotten eggs, exhaust",,
1586697228,04/12/2020 15:13:48 +02:00,4,40.322,-79.9287,15025,Chemical coal,Burning eyes sore throat,Do your job! Make Clairton Coke Works comply. You know what they are doing is wrong. I can’t even go outside and do yard work because they make me sick. 
1586697439,04/12/2020 15:17:19 +02:00,5,40.4362,-79.9201,15217,"Rotten eggs, industrial",,What an Easter treat
1586697642,04/12/2020 15:20:42 +02:00,5,40.3786,-79.9706,15227,Industrial stink,Headache,
1586698046,04/12/2020 15:27:26 +02:00,5,40.4499,-79.9357,15232,,,
1586698108,04/12/2020 15:28:28 +02:00,3,40.4675,-79.9539,15201,CLAIRTON coke plant,Thanks US steel for the terrible air on Easter. Let's shut those fuckers down.,
1586698138,04/12/2020 15:28:58 +02:00,3,40.4656,-79.9551,15201,CLAIRTON coke plant,Thanks US steel for the terrible air on Easter. Can't wait to leave PGH,
1586698523,04/12/2020 15:35:23 +02:00,3,40.4607,-79.9396,15224,Industrial,,
