epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1585406847,03/28/2020 15:47:27 +01:00,3,40.4265,-79.8826,15218,Pretty acrid air outside.,,
1585407397,03/28/2020 15:56:37 +01:00,3,40.4332,-79.8771,15218,Industrial with a rotten overtone. ,,
1585411202,03/28/2020 17:00:02 +01:00,1,40.3065,-80.0481,15102,,,
1585413759,03/28/2020 17:42:39 +01:00,5,40.4311,-79.889,15218,,,
1585414791,03/28/2020 17:59:51 +01:00,5,40.4586,-79.9304,15206,Industrial exhaust ,,
1585415969,03/28/2020 18:19:29 +01:00,4,40.446,-79.9063,15208,,,
1585422060,03/28/2020 20:01:00 +01:00,3,40.442,-79.8363,15235,,,
1585422616,03/28/2020 20:10:16 +01:00,3,40.3505,-79.8936,15034,Plastic,,
1585425242,03/28/2020 20:54:02 +01:00,5,40.47,-79.9167,15206,Clairton sulfur,"Trouble breathing, sneezing",Public health is important. Do something about the pollution that is a threat to public health
1585426874,03/28/2020 21:21:14 +01:00,2,40.4288,-79.8828,15218,"With all the storm warnings, it has smelled like grilling greasy burgers on wood all afternoon. Air movement not very good here. ",,
1585428575,03/28/2020 21:49:35 +01:00,3,40.2703,-79.8429,15037,Coke Wirks,,
1585432056,03/28/2020 22:47:36 +01:00,1,40.3067,-80.0485,15102,,,
1585433472,03/28/2020 23:11:12 +01:00,4,40.3897,-80.0405,15216,Woodsmoke ,,
1585436031,03/28/2020 23:53:51 +01:00,4,40.4289,-79.8803,15218,Sulfur,,
1585436344,03/28/2020 23:59:04 +01:00,3,40.4334,-79.8721,15218,Sulfur - like,,
1585437757,03/29/2020 00:22:37 +01:00,4,40.4329,-79.8773,15218,Sulfur ,,Burning nose and eyes 
1585437877,03/29/2020 00:24:37 +01:00,4,40.4337,-79.8773,15218,Sulfuric smell,,
1585439265,03/29/2020 00:47:45 +01:00,4,40.4451,-79.8896,15221,,,
1585439281,03/29/2020 00:48:01 +01:00,4,40.4425,-79.9318,15217,,,
1585439358,03/29/2020 00:49:18 +01:00,3,40.4281,-79.891,15218,,,
1585439383,03/29/2020 00:49:43 +01:00,5,40.4072,-79.87,15104,Awful stench after the rain stopped - sulphur,"Nausea , fatigue",
1585439573,03/29/2020 00:52:53 +01:00,4,40.4496,-79.9336,15232,Burning dark smoke smell,,
1585440039,03/29/2020 01:00:39 +01:00,1,40.3285,-79.9669,15236,,,
1585440045,03/29/2020 01:00:45 +01:00,3,40.4702,-79.9145,15206,Industrial,,
1585440053,03/29/2020 01:00:53 +01:00,1,40.4667,-79.7165,15239,,,
1585441930,03/29/2020 01:32:10 +01:00,5,40.4674,-79.9422,15224,Industrial,"Sinus irritation, headache ",
1585443104,03/29/2020 01:51:44 +01:00,3,40.3854,-79.9067,15120,Exhaust and sulfur mixed. Nasty odor. You can feel the pollution settling in your lungs. ,,
1585444651,03/29/2020 03:17:31 +02:00,4,40.4269,-79.8862,15218,"Industrial, rotten eggs",Chest pain,
1585447457,03/29/2020 04:04:17 +02:00,4,40.4755,-79.8339,15235,industrial ,hard to breathe and bothers eyes ,
1585449027,03/29/2020 04:30:27 +02:00,4,40.4257,-79.8529,15221,,,
1585449763,03/29/2020 04:42:43 +02:00,5,40.4961,-79.9059,15215,Sulfuric chemical bitter ,Headache eyes nose and throat irritation ,
1585457769,03/29/2020 06:56:09 +02:00,3,40.455,-79.9463,15213,Sulphur. Smelled multiple evenings this week in the Centre and Baum Ave Corridors,,
1585461457,03/29/2020 07:57:37 +02:00,5,40.42,-79.9679,15203,Sulfur ,"Itchy eyes, sore throat",
1585464292,03/29/2020 08:44:52 +02:00,4,40.3863,-79.8995,15120,Pollution from US Steel,,
1585468845,03/29/2020 10:00:45 +02:00,4,40.4422,-79.892,15221,Rotten-eggs,,
1585469190,03/29/2020 10:06:30 +02:00,3,40.5141,-79.9205,15215,Rotten egg,,
1585470600,03/29/2020 10:30:00 +02:00,5,40.3862,-79.9041,15120,Sulfur. Burning chemicals. ,"Nausea. Headache.  Interrupted sleep.  It's been like this ALL NIGHT. Feeling trapped - we are stuck inside with the Stay At Home declaration and these idiots have to stink up the air we breathe. There's nowhere to escape it. Why is this allowed? As soon as the weather gets nice, they ruin the air. Shut them all down. ",
1585471673,03/29/2020 10:47:53 +02:00,3,40.4666,-79.9294,15206,Industrial/sulphur,,
1585471682,03/29/2020 10:48:02 +02:00,3,40.4668,-79.9263,15206,Industrial/sulphur,,
1585475211,03/29/2020 11:46:51 +02:00,4,40.4506,-79.9029,15208,Sulfur,,
1585483972,03/29/2020 14:12:52 +02:00,4,40.4247,-79.8836,15218,,,
1585486596,03/29/2020 14:56:36 +02:00,3,40.4286,-79.8825,15218,Industrial Acrid. Winds out of south.,,
1585487661,03/29/2020 15:14:21 +02:00,4,40.4394,-79.8769,15221,Industrial ,Eye and throat irritation ,
1585487803,03/29/2020 15:16:43 +02:00,2,40.4835,-80.0497,15212,,,
1585488091,03/29/2020 15:21:31 +02:00,3,40.4275,-79.8861,15218,Industrial,,
1585488244,03/29/2020 15:24:04 +02:00,4,40.5522,-79.9608,15101,Car exhaust,Headache,
1585488633,03/29/2020 15:30:33 +02:00,4,40.5543,-79.9593,15101,Charcoal,,
1585488754,03/29/2020 15:32:34 +02:00,5,40.4347,-79.8756,15218,"Strong sulphur smoke, overnight for hours",Eyes stinging ,
1585488817,03/29/2020 15:33:37 +02:00,4,40.4424,-79.8361,15235,,,
1585493046,03/29/2020 16:44:06 +02:00,1,40.4626,-79.899,15208,,,
1585494900,03/29/2020 17:15:00 +02:00,1,40.3048,-80.0456,15102,,,
1585502670,03/29/2020 19:24:30 +02:00,1,40.3876,-79.8878,15122,,,
1585504656,03/29/2020 19:57:36 +02:00,3,40.3366,-79.8254,15132,Industrial sulphur smell ,,
1585505744,03/29/2020 20:15:44 +02:00,1,40.3819,-79.8529,15110,,,
1585506271,03/29/2020 20:24:31 +02:00,1,40.3573,-80.0469,15228,,,
1585506826,03/29/2020 20:33:46 +02:00,3,40.3868,-79.8588,15110,sulfur dioxide,,
1585508644,03/29/2020 21:04:04 +02:00,4,40.2589,-79.9162,15025,,,
1585509235,03/29/2020 21:13:55 +02:00,4,40.2701,-79.8822,15037,Chemical ,,
1585510082,03/29/2020 21:28:02 +02:00,1,40.3901,-80.0412,15216,,,
1585512580,03/29/2020 22:09:40 +02:00,1,40.4172,-79.9394,15207,,,
1585513524,03/29/2020 22:25:24 +02:00,1,40.305,-80.0487,15102,,,
1585514697,03/29/2020 22:44:57 +02:00,1,40.4673,-79.7148,15239,,,
1585517386,03/29/2020 23:29:46 +02:00,1,40.4029,-80.0184,15226,,,
1585521027,03/30/2020 00:30:27 +02:00,1,40.4212,-79.9026,15218,,,
1585522831,03/30/2020 01:00:31 +02:00,1,40.3595,-80.0157,15234,,,
1585522844,03/30/2020 01:00:44 +02:00,1,40.5177,-79.9587,15223,,,
1585523252,03/30/2020 01:07:32 +02:00,1,40.4356,-80.0489,15205,,,
1585524480,03/30/2020 01:28:00 +02:00,2,40.4236,-79.9369,15217,,,
1585527075,03/30/2020 02:11:15 +02:00,3,40.2939,-80.0333,15102,Burning yard clippping at 1239 Clifton Dr.,Smoke blowing into my house ,Here we go again.  These people have no respect for any of their neighbors.  If they want to have open fires why don't they go to the country.  It sickening that this goes on every nice day
1585527436,03/30/2020 02:17:16 +02:00,1,40.4672,-79.9541,15201,,,
1585527669,03/30/2020 02:21:09 +02:00,4,40.4336,-79.9173,15217,Woodsmoke,,
1585528014,03/30/2020 02:26:54 +02:00,3,40.4639,-79.9432,15224,,"clogged sinuses, runny nose and eyes","Smells green and spring-y, but my left sinus cavity is going crazy :("
1585529019,03/30/2020 02:43:39 +02:00,1,40.4083,-80.0266,15216,,,
1585533988,03/30/2020 04:06:28 +02:00,1,40.444,-79.7067,15146,,,
1585539189,03/30/2020 05:33:09 +02:00,1,40.3581,-80.0503,15228,,,
1585543249,03/30/2020 06:40:49 +02:00,5,40.3061,-79.8629,15037,us clairton  works,headache stuffy nose hard to breath,"this smell is like a chemical burning,  cant breath cant sleep.  "
1585566452,03/30/2020 13:07:32 +02:00,2,40.4854,-80.0491,15212,,,
1585575511,03/30/2020 15:38:31 +02:00,1,40.4626,-79.898,15208,,,
1585582283,03/30/2020 17:31:23 +02:00,1,40.4443,-79.7067,15146,,,
1585586571,03/30/2020 18:42:51 +02:00,4,40.3734,-80.075,15243,Sewage ,,
1585586735,03/30/2020 18:45:35 +02:00,1,40.5318,-80.0162,15237,,,
1585589849,03/30/2020 19:37:29 +02:00,5,40.476,-79.8349,15235,Industrial ,Hard to breathe and bothers eyes,
1585592842,03/30/2020 20:27:22 +02:00,4,40.4544,-79.9376,15232,"Industrial, Smokey ",,
1585597490,03/30/2020 21:44:50 +02:00,1,40.3054,-80.0456,15102,,,
1585597647,03/30/2020 21:47:27 +02:00,2,40.3726,-79.9103,15207,,,
1585597712,03/30/2020 21:48:32 +02:00,2,40.3067,-80.0474,15102,slight woodsmoke,,
1585600675,03/30/2020 22:37:55 +02:00,4,40.3308,-79.865,15133,Industrial burning ,Sinus irritation ,Even with 20mph wind gusts the mill stinks 
1585610398,03/31/2020 01:19:58 +02:00,1,40.5286,-79.9622,15116,,,
1585612155,03/31/2020 01:49:15 +02:00,1,40.5618,-80.0548,15237,,,
1585616371,03/31/2020 02:59:31 +02:00,1,40.3076,-80.0483,15102,,,
1585619664,03/31/2020 03:54:24 +02:00,4,40.4632,-79.9339,15206,Sulfurous ,Asthma ,
1585638439,03/31/2020 09:07:19 +02:00,3,40.422,-79.945,15207,Wood smoke,,
1585660922,03/31/2020 15:22:02 +02:00,1,40.4621,-79.8962,15208,,,
1585661359,03/31/2020 15:29:19 +02:00,3,40.4891,-80.0099,15214,Sulphur,,279 at McKnight 
1585662246,03/31/2020 15:44:06 +02:00,1,40.4005,-79.7618,15146,,,
1585666078,03/31/2020 16:47:58 +02:00,1,40.3025,-79.8744,15025,,,
1585668654,03/31/2020 17:30:54 +02:00,4,40.3864,-79.8248,15137,Emmissions from ET really bad. ,,
1585670661,03/31/2020 18:04:21 +02:00,3,40.3208,-79.9533,15236,Industrial ,Headache ,
1585673892,03/31/2020 18:58:12 +02:00,4,40.4116,-79.9503,15207,Rotting eggs,Noes irritant ,
1585681268,03/31/2020 21:01:08 +02:00,3,40.3918,-80.0529,15216,Wood ,Nose dry throat ,
1585682600,03/31/2020 21:23:20 +02:00,4,40.4172,-79.8343,15112,Industrial and woodsmoke,"Headache. Sore throat, difficulty breathing ",
1585683598,03/31/2020 21:39:58 +02:00,2,40.3071,-80.0483,15102,slight wood and industrial mix,,
1585684003,03/31/2020 21:46:43 +02:00,1,40.3442,-79.9017,15122,,,
1585688493,03/31/2020 23:01:33 +02:00,3,40.4243,-79.9344,15217,,,
1585689013,03/31/2020 23:10:13 +02:00,5,40.4052,-79.8823,15120,,,
1585691411,03/31/2020 23:50:11 +02:00,3,40.3833,-79.8585,15110,Rotten egg,,
1585694568,04/01/2020 00:42:48 +02:00,5,40.382,-79.8641,15110,,,
1585694610,04/01/2020 00:43:30 +02:00,1,40.4408,-79.9498,15213,,,
1585699156,04/01/2020 01:59:16 +02:00,3,40.3021,-80.0626,15102,Sulfur ,,
1585700514,04/01/2020 02:21:54 +02:00,3,40.389,-80.052,15216,Smoke ,,Headache 
1585701744,04/01/2020 02:42:24 +02:00,4,40.4602,-79.933,15206,Smoke,"Headache, eye water",
1585731010,04/01/2020 10:50:10 +02:00,1,40.5318,-80.0164,15237,,,
1585740051,04/01/2020 13:20:51 +02:00,2,40.4844,-80.0482,15212,,,
1585741768,04/01/2020 13:49:28 +02:00,3,40.5294,-79.964,15116,Industrial ,,
1585751165,04/01/2020 16:26:05 +02:00,5,40.4749,-79.9587,15201,Industrial,,
1585751177,04/01/2020 16:26:17 +02:00,5,40.4733,-79.9606,15201,Industrial,,
1585756560,04/01/2020 17:56:00 +02:00,1,40.3049,-80.045,15102,,,
1585761246,04/01/2020 19:14:06 +02:00,3,40.4722,-79.9603,15201,Burning plastic,Headache ,
1585767427,04/01/2020 20:57:07 +02:00,1,40.5306,-80.0157,15237,,,
1585772927,04/01/2020 22:28:47 +02:00,1,40.3052,-80.0461,15102,,,
1585783418,04/02/2020 01:23:38 +02:00,3,40.3907,-80.0497,15216,Wood,Dry throat ,
1585784110,04/02/2020 01:35:10 +02:00,1,40.3538,-79.8865,15034,,,
1585784769,04/02/2020 01:46:09 +02:00,3,40.3943,-80.0518,15216,Fire wood ,,
1585821585,04/02/2020 11:59:45 +02:00,2,40.4238,-79.934,15217,Sulfur smell,,
1585823774,04/02/2020 12:36:14 +02:00,3,40.4569,-80.0065,15212,Smells like car exhaust,Sinuses unhapppy,
1585828027,04/02/2020 13:47:07 +02:00,3,40.569,-79.7948,15084,It stunk at our house .6 of a mile away from the Watson standard adhesive plants like I had my head in a can of solvent,,
1585830301,04/02/2020 14:25:01 +02:00,3,40.4773,-79.9571,15201,M&T casting smell,No,
1585831770,04/02/2020 14:49:30 +02:00,4,40.4764,-79.9598,15201,M&T ,Coughing ,Looks like M&T is taking advantage of the EPA not enforcing regulations 
1585838902,04/02/2020 16:48:22 +02:00,1,40.3543,-79.8832,15034,,,
1585844077,04/02/2020 18:14:37 +02:00,3,40.4652,-79.9431,15224,industrial,"sinus congestion, runny nose",
1585845147,04/02/2020 18:32:27 +02:00,5,40.4758,-79.9594,15201,The foundry — smells like chemicals in bandaid’s somehow ,,
1585845333,04/02/2020 18:35:33 +02:00,2,40.3923,-79.8606,15122,,,
1585847335,04/02/2020 19:08:55 +02:00,3,40.4771,-79.9563,15201,,,
1585847931,04/02/2020 19:18:51 +02:00,1,40.43,-79.9129,15217,,,
1585848953,04/02/2020 19:35:53 +02:00,1,40.3071,-80.0449,15102,,,
1585856395,04/02/2020 21:39:55 +02:00,2,40.3056,-80.0451,15102,wood smoke,,
1585856987,04/02/2020 21:49:47 +02:00,1,40.3423,-80.0279,15102,,,
1585856995,04/02/2020 21:49:55 +02:00,3,40.5091,-80.082,15202,Industrial,,
1585859407,04/02/2020 22:30:07 +02:00,4,40.4764,-79.9596,15201,Industrial,,
1585865877,04/03/2020 00:17:57 +02:00,4,40.4774,-79.9597,15201,,,
1585882263,04/03/2020 04:51:03 +02:00,4,40.3282,-79.8854,15045,Industrial sulphur,"Headache, scratchy throat",
1585884878,04/03/2020 05:34:38 +02:00,1,40.4175,-79.8699,15221,,,
1585913959,04/03/2020 13:39:19 +02:00,3,40.4689,-79.9257,15206,Rotten eggs,,
1585917136,04/03/2020 14:32:16 +02:00,1,40.4274,-79.8832,15218,,,
1585917175,04/03/2020 14:32:55 +02:00,4,40.3332,-79.865,15133,Industrial burning ,Sinus irritation ,How can the mill in Clairton be up and running as essential? Clean air everywhere else in the world except here!
1585917231,04/03/2020 14:33:51 +02:00,1,40.4291,-79.8844,15218,,,Winds out of NW.
1585917546,04/03/2020 14:39:06 +02:00,1,40.4404,-79.8923,15221,,,
1585918365,04/03/2020 14:52:45 +02:00,1,40.4577,-79.9193,15206,,,
1585919551,04/03/2020 15:12:31 +02:00,4,40.4444,-79.8533,15235,Sulphur,,Churchill 
1585923617,04/03/2020 16:20:17 +02:00,1,40.3528,-79.8858,15034,,,
1585928927,04/03/2020 17:48:47 +02:00,3,40.4631,-79.9427,15224,industrial,"sinus congestion, sore throat, runny nose",
1585938334,04/03/2020 20:25:34 +02:00,1,40.443,-79.7042,15146,,,
1585939643,04/03/2020 20:47:23 +02:00,5,40.4712,-79.9158,15206,Sulfur from clairton,Sneezing and sinus problems,As if we didn't have enough public health problems we've still got some of the worst air in the nation to make things harder.
1585941746,04/03/2020 21:22:26 +02:00,1,40.3072,-80.0451,15102,,,
1585948895,04/03/2020 23:21:35 +02:00,3,40.3827,-79.8521,15110,sulfur dioxide,,
1585949578,04/03/2020 23:32:58 +02:00,1,40.3888,-80.0419,15216,,,
1585949587,04/03/2020 23:33:07 +02:00,1,40.3898,-80.0407,15216,,,
1585954868,04/04/2020 01:01:08 +02:00,2,40.3548,-79.8484,15132,,,
1585956585,04/04/2020 01:29:45 +02:00,3,40.3728,-79.8465,15110,Sulfurous,,
1585958747,04/04/2020 02:05:47 +02:00,2,40.3051,-79.908,15025,,,
1585997011,04/04/2020 12:43:31 +02:00,1,40.4474,-79.8992,15208,,,
1586002972,04/04/2020 14:22:52 +02:00,3,40.37,-80.0873,15243,Woodsmoke ,,
1586003251,04/04/2020 14:27:31 +02:00,3,40.2723,-79.8409,15037,"Even during a pandemic, thanks Coke works",,
1586004692,04/04/2020 14:51:32 +02:00,4,40.4662,-79.9637,15201,Burning,,
1586010658,04/04/2020 16:30:58 +02:00,3,40.4451,-79.9174,15217,,,
1586015294,04/04/2020 17:48:14 +02:00,4,40.3727,-79.9651,15227,Industrial ,,
1586019210,04/04/2020 18:53:30 +02:00,3,40.308,-79.8281,15135,Steel mill,,
1586019979,04/04/2020 19:06:19 +02:00,4,40.6161,-79.8951,15044,Woodsmoke other yard debris ,Headache sore throat ,Lots of smoke.  Neighbors cannot enjoy being outside. 
1586020280,04/04/2020 19:11:20 +02:00,4,40.323,-79.9692,15236,Woodsmoke ,,
1586022275,04/04/2020 19:44:35 +02:00,1,40.307,-80.0458,15102,,,
1586024260,04/04/2020 20:17:40 +02:00,5,40.391,-80.0523,15216,No idea maybe woodsmoke ,,During a pandemic and not one person will help 
1586024532,04/04/2020 20:22:12 +02:00,3,40.437,-80.0088,15219,Sulfur,,
1586024957,04/04/2020 20:29:17 +02:00,5,40.3914,-80.0231,15226,Wood smoke,"Eye irritation, hard to breathe ",
1586026298,04/04/2020 20:51:38 +02:00,1,40.4729,-80.0577,15136,,,
1586029358,04/04/2020 21:42:38 +02:00,3,40.5006,-80.1002,15225,chemical,,
1586031105,04/04/2020 22:11:45 +02:00,2,40.3074,-80.0486,15102,wood ,,
1586032905,04/04/2020 22:41:45 +02:00,3,40.3061,-80.0471,15102,increasing woodsmoke ,,
1586036821,04/04/2020 23:47:01 +02:00,1,40.3758,-80.0715,15243,,,
1586037872,04/05/2020 00:04:32 +02:00,3,40.5141,-80.1529,15108,Sulfur,,
1586039894,04/05/2020 00:38:14 +02:00,2,40.4603,-80.004,15214,"Stagnant water, but it stopped after a while for no known reason",,
1586042010,04/05/2020 01:13:30 +02:00,2,40.4759,-80.0524,15136,Chemical,,
1586042567,04/05/2020 01:22:47 +02:00,4,40.3066,-80.0472,15102,moderate to heavy wood smoke over last 3 hours,multiple sources,
1586043011,04/05/2020 01:30:11 +02:00,3,40.3708,-80.0862,15243,Woodsmoke ,,
1586043467,04/05/2020 01:37:47 +02:00,2,40.3526,-79.8835,15034,,,
1586048211,04/05/2020 02:56:51 +02:00,4,40.3906,-80.0501,15216,Fire pit woodsmoke,Sore throat nausea ,Why is this ok during pandemic that impacts respiratory system 
1586048631,04/05/2020 03:03:51 +02:00,4,40.3062,-80.0478,15102,,,
1586048777,04/05/2020 03:06:17 +02:00,4,40.3051,-80.0483,15102,very heavy woodsmoke,,
1586049312,04/05/2020 03:15:12 +02:00,1,40.4273,-79.9522,15213,,,
1586051218,04/05/2020 03:46:58 +02:00,2,40.3057,-79.9094,15025,,,
1586051302,04/05/2020 03:48:22 +02:00,3,40.4325,-79.9196,15217,Paraffin ,,
1586051535,04/05/2020 03:52:15 +02:00,5,40.389,-80.0422,15216,Woodsmoke ,Absolutely reeks!!!!  Real nice with a respiratory pandemic happening!!!! ,
1586052204,04/05/2020 04:03:24 +02:00,5,40.3877,-80.0415,15216,Fire pit,Sneezing coughing difficulty breathing ,
1586053170,04/05/2020 04:19:30 +02:00,5,40.4576,-80.0074,15212,Jet Fuel from Allegheny General Hospital Helicopter ,Difficulty breathing-fumes entering our house!!!,This app is useless if nothing is done about this poisoning of a residential neighborhood! 
1586053202,04/05/2020 04:20:02 +02:00,4,40.4457,-79.9121,15217,,,
1586054287,04/05/2020 04:38:07 +02:00,2,40.4288,-79.9169,15217,,,
1586054356,04/05/2020 04:39:16 +02:00,3,40.418,-79.8889,15218,Paraffin ,,
1586056451,04/05/2020 05:14:11 +02:00,3,40.3943,-80.0347,15216,Woodsmoke,Smells good . Like bonfire,
1586058246,04/05/2020 05:44:06 +02:00,2,40.4535,-79.9266,15232,"Smells like wood smoke, but difficult to tell if someone actually has a bonfire going or if it's something industrial ",Slight irritation to nose/throat ,
1586059036,04/05/2020 05:57:16 +02:00,4,40.4319,-79.9266,15217,"Strange woodsmoke-ish odor, but in a very dense area of Sq Hill where no fires are around- strong smell, unpleasant",Headache,
1586059074,04/05/2020 05:57:54 +02:00,4,40.4506,-79.9438,15213,,,
1586061025,04/05/2020 06:30:25 +02:00,3,40.4332,-79.8758,15218,Industrial ,,
1586063670,04/05/2020 07:14:30 +02:00,4,40.4482,-79.9024,15208,"Industrial 
",,
1586064456,04/05/2020 07:27:36 +02:00,3,40.4568,-79.9483,15213,Sulphur,Headache,Baum corridor
1586065532,04/05/2020 07:45:32 +02:00,5,40.4273,-79.9202,15217,Sulphur Dioxide from Coke Works,Upper Respiratory Insomnia ,Shut. It. Down. 
1586065722,04/05/2020 07:48:42 +02:00,3,40.4313,-79.9155,15217,,"Sore throat, burning eyes",
1586067530,04/05/2020 08:18:50 +02:00,5,40.442,-79.9165,15217,Smoke and rotten eggs!,Soar throat!!,Nothing like getting woken up in your sleep choking on smoke. Glad to know the factories are taking advantage of the pandemic restrictions!!  I can’t wait until life is back to normal so I can move out of this toxic wasteland city!
1586068372,04/05/2020 08:32:52 +02:00,5,40.4356,-79.915,15217,Acrid industrial stench,Sore throat,
1586068473,04/05/2020 08:34:33 +02:00,4,40.4495,-79.9034,15208,Sulfur,,
1586068930,04/05/2020 08:42:10 +02:00,5,40.4408,-79.9175,15217,Rotten eggs,Runny eyes,
1586069639,04/05/2020 08:53:59 +02:00,5,40.4508,-79.9434,15213,,,
1586070181,04/05/2020 09:03:01 +02:00,4,40.4296,-79.9218,15217,,,
1586070934,04/05/2020 09:15:34 +02:00,4,40.444,-79.8988,15208,Putrid,,
1586072444,04/05/2020 09:40:44 +02:00,5,40.3885,-79.8984,15120,Coke-- the new smell of worthless money.,Can smell the polution in my bed.,
1586074011,04/05/2020 10:06:51 +02:00,4,40.4238,-79.9358,15217,Sulfur,,
1586074372,04/05/2020 10:12:52 +02:00,3,40.4395,-79.9949,15219,Woodsmoke like a campfire,None,Been noticing it for 6 hours or so. 
1586079028,04/05/2020 11:30:28 +02:00,3,40.4621,-79.8313,15235,,,
1586079071,04/05/2020 11:31:11 +02:00,5,40.4806,-79.9362,15201,Coke,Headache,
1586079146,04/05/2020 11:32:26 +02:00,4,40.432,-79.9273,15217,"Acrid, sulfuric","Nose & throat burn, woke me up ",
1586079725,04/05/2020 11:42:05 +02:00,4,40.4858,-80.0477,15212,,,
1586080788,04/05/2020 11:59:48 +02:00,4,40.486,-80.0492,15212,,,"Awoke with major headache & chest pressure. Last night, neighbor had open burn which I’m certain added to the poor air quality. Purple air in low 80’s last night. Higher this am~I feel trapped!!! "
1586080977,04/05/2020 12:02:57 +02:00,5,40.4554,-79.9085,15208,Clairton,,
1586081111,04/05/2020 12:05:11 +02:00,5,40.4559,-79.9092,15208,,,
1586081264,04/05/2020 12:07:44 +02:00,3,40.4437,-79.8941,15221,,,
1586081374,04/05/2020 12:09:34 +02:00,4,40.4366,-79.8848,15218,Sulphur ,Sore throat,
1586081817,04/05/2020 12:16:57 +02:00,5,40.4445,-79.9295,15217,,,
1586081852,04/05/2020 12:17:32 +02:00,4,40.4921,-80.0624,15202,Woodsmoke,"Stink, coughing, burning eyes",How great is waking up to gross woodsmoke outside? Thank you health dept for caring about our air especially during the coronavirus pandemic. I mean it only involves our lungs.
1586081966,04/05/2020 12:19:26 +02:00,5,40.4338,-79.9299,15217,Us steel,Why are they doing this when there is a pandemic that destroys the lungs,
1586082094,04/05/2020 12:21:34 +02:00,5,40.4289,-79.8966,15218,Sulfur ,"Dry eyes, sleep disruption ",
1586084138,04/05/2020 12:55:38 +02:00,3,40.4452,-79.8998,15208,,,
1586084339,04/05/2020 12:58:59 +02:00,4,40.4332,-79.9185,15217,Rotten egg,,
1586084448,04/05/2020 13:00:48 +02:00,3,40.4538,-79.9329,15232,Industrial,,
1586084463,04/05/2020 13:01:03 +02:00,5,40.484,-80.0478,15212,,,
1586084470,04/05/2020 13:01:10 +02:00,5,40.4434,-79.9388,15217,Sulfur,"Headache,  sore throat, asthma symptoms",
1586084704,04/05/2020 13:05:04 +02:00,5,40.4308,-79.9299,15217,Industrial,,Smells inside my house
1586085243,04/05/2020 13:14:03 +02:00,4,40.4341,-79.8988,15218,Sulfur ,Throat irritation ,
1586085984,04/05/2020 13:26:24 +02:00,5,40.4439,-79.9136,15217,Odor detectable from indoors without even going outside,Rhinitis,
1586086092,04/05/2020 13:28:12 +02:00,4,40.4194,-79.9212,15217,,,
1586086270,04/05/2020 13:31:10 +02:00,4,40.4266,-79.8854,15218,Winds shift to South last night. 01:00 received H2S & VOCs. Sulfur smell entered house. Indoor PM is very high. Outdoor PM levels are ramping up even higher.,,Prior winds were NW for three plus days with no industrial smells and very low PM.
1586086554,04/05/2020 13:35:54 +02:00,4,40.4355,-79.9262,15217,Gas,,
1586087241,04/05/2020 13:47:21 +02:00,2,40.3,-79.8723,15025,Seems to be a lot of non-essential employees today complaining about those that are still working.  Those same liberal cucks will never be satisfied until the entire nation is out of work. ,"Jealousy, bitchiness, Living the ""Democrat dream"" of never leaving the house",
1586087267,04/05/2020 13:47:47 +02:00,3,40.4351,-79.8992,15218,Rotten eggs,Headache,This is the first bad smell I have noticed in about a week.
1586087439,04/05/2020 13:50:39 +02:00,5,40.4212,-79.9214,15217,"Smoke, industrial, sulfur","Congestion, shortness of breath","It’s been going on since 2:30 am, which I suppose means warmer weather is one the way. My entire house smells of sulfur, and when I open the door, the addition of smoke makes it unbreathable."
1586087507,04/05/2020 13:51:47 +02:00,4,40.4332,-79.8943,15218,Rotten eggs,,
1586087773,04/05/2020 13:56:13 +02:00,3,40.4253,-79.8826,15218,,,
1586088009,04/05/2020 14:00:09 +02:00,3,40.3058,-79.8612,15037,,,
1586088015,04/05/2020 14:00:15 +02:00,4,40.419,-79.9307,15217,Sulphuric ,,
1586088036,04/05/2020 14:00:36 +02:00,5,40.4225,-79.9213,15217,Woodsmoke,Throat irritation ,
1586088104,04/05/2020 14:01:44 +02:00,5,40.5283,-79.9635,15116,Industrial ,,
1586088694,04/05/2020 14:11:34 +02:00,4,40.4488,-79.9036,15208,,,
1586088707,04/05/2020 14:11:47 +02:00,4,40.5278,-79.8408,15139,Smoke,,Please get people to stop burning stuff.
1586089015,04/05/2020 14:16:55 +02:00,3,40.4597,-79.9583,15213,,,
1586089323,04/05/2020 14:22:03 +02:00,5,40.4266,-80.0061,15211,Rotten eggs pollution ,,Whyyyyyy?!?!
1586089341,04/05/2020 14:22:21 +02:00,3,40.4719,-79.9609,15201,Woodsmoke,,
1586089691,04/05/2020 14:28:11 +02:00,2,40.4462,-79.9086,15208,,,
1586089708,04/05/2020 14:28:28 +02:00,3,40.4951,-79.925,15215,Plastic,,
1586089754,04/05/2020 14:29:14 +02:00,5,40.4231,-79.9228,15217,Indutrial,,
1586089914,04/05/2020 14:31:54 +02:00,5,40.4345,-79.9299,15217,Rotten eggs from us steel ,,
1586090006,04/05/2020 14:33:26 +02:00,5,40.4256,-79.8862,15218,Industrial,Headache,
1586090592,04/05/2020 14:43:12 +02:00,5,40.4483,-79.9015,15208,Industrial ,,
1586090788,04/05/2020 14:46:28 +02:00,2,40.4323,-79.8971,15218,Industrial ,,
1586091472,04/05/2020 14:57:52 +02:00,3,40.4286,-79.8618,15221,Sulfur,"Eye irritated, headache",
